* Top 60,000 lemmas, with word forms for each lemma
* This word frequency data is taken from the one billion word Corpus of Contemporary American English (COCA)
(www.english-corpora.org/coca), which is the only corpus of English that is large, up-to-date, and is based on a wide range of genres.
* For complete word frequency data from COCA, please see https://www.wordfrequency.info
* For instructions on using this file in Excel, see https://www.wordfrequency.info/freqTxtToExcel.pdf
* For an explanation of the columns below, see https://www.wordfrequency.info/files.asp
----- Before converting file to Excel, remove the first eight lines, with the first line being the one starting with "rank"

lemRank	lemma	PoS	lemFreq	wordFreq	word
36802	Mississippian	j	209	209	mississippian
36803	brad	n	209	152	brad
36803	brad	n	209	57	brads
36804	disorienting	j	209	209	disorienting
36805	dishonestly	r	209	209	dishonestly
36806	re-emphasize	v	209	60	re-emphasize
36806	re-emphasize	v	209	57	reemphasize
36806	re-emphasize	v	209	36	re-emphasized
36806	re-emphasize	v	209	25	reemphasizing
36806	re-emphasize	v	209	22	re-emphasizing
36806	re-emphasize	v	209	9	reemphasized
36807	sobriquet	n	209	197	sobriquet
36807	sobriquet	n	209	12	sobriquets
36808	prostrate	v	209	117	prostrated
36808	prostrate	v	209	67	prostrating
36808	prostrate	v	209	25	prostrates
36809	daffy	j	209	209	daffy
36810	perquisite	n	209	173	perquisites
36810	perquisite	n	209	36	perquisite
36811	pommel	n	209	200	pommel
36811	pommel	n	209	9	pommels
36812	demilitarization	n	209	209	demilitarization
36813	desensitization	n	208	208	desensitization
36814	patter	v	208	112	pattered
36814	patter	v	208	96	pattering
36815	concordant	j	208	208	concordant
36816	connoisseurship	n	208	208	connoisseurship
36817	cyberbullying	n	208	208	cyberbullying
36818	sculptured	j	208	208	sculptured
36819	snuggle	n	208	160	snuggle
36819	snuggle	n	208	48	snuggles
36820	sludge	v	208	189	sludge
36820	sludge	v	208	12	sludges
36820	sludge	v	208	7	sludging
36821	ever-evolving	j	208	208	ever-evolving
36822	ramrod	n	208	193	ramrod
36822	ramrod	n	208	15	ramrods
36823	dickens	n	208	208	dickens
36824	echocardiography	n	208	208	echocardiography
36825	east-central	j	208	190	east-central
36825	east-central	j	208	18	eastcentral
36826	ne'er	r	208	208	ne'er
36827	personalisation	n	208	206	personalisation
36828	pissing	j	208	208	pissing
36829	clip-on	n	208	187	clip-on
36829	clip-on	n	208	21	clip-ons
36830	coital	j	208	208	coital
36831	cold	r	208	208	cold
36832	contraindication	n	208	150	contraindications
36832	contraindication	n	208	58	contraindication
36833	Palestinian-israeli	j	208	208	palestinian-israeli
36834	basmati	n	208	208	basmati
36835	macro-level	j	208	170	macro-level
36835	macro-level	j	208	38	macrolevel
36836	magnetometer	n	208	114	magnetometer
36836	magnetometer	n	208	94	magnetometers
36837	arriving	j	208	208	arriving
36838	glinting	j	208	208	glinting
36839	globalisation	n	208	208	globalisation
36840	skyway	n	208	167	skyway
36840	skyway	n	208	41	skyways
36841	alterity	n	208	208	alterity
36842	ageism	n	208	208	ageism
36843	airbase	n	208	157	airbase
36843	airbase	n	208	51	airbases
36844	rabidly	r	208	208	rabidly
36845	chasing	j	208	208	chasing
36846	Cepheid	n	208	174	cepheids
36846	Cepheid	n	208	34	cepheid
36847	zealotry	n	208	208	zealotry
36848	assignation	n	208	137	assignation
36848	assignation	n	208	71	assignations
36849	awl	n	208	174	awl
36849	awl	n	208	34	awls
36850	theocrat	n	208	119	theocrats
36850	theocrat	n	208	89	theocrat
36851	ultralight	n	208	177	ultralight
36851	ultralight	n	208	31	ultralights
36852	job-seeker	n	208	116	job-seekers
36852	job-seeker	n	208	55	jobseekers
36852	job-seeker	n	208	27	job-seeker
36852	job-seeker	n	208	10	jobseeker
36853	untrammeled	j	208	208	untrammeled
36854	unsportsmanlike	j	208	208	unsportsmanlike
36855	gravelly	r	208	208	gravelly
36856	lassitude	n	208	208	lassitude
36857	flip-flopping	n	208	208	flip-flopping
36858	first-century	j	208	208	first-century
36859	galosh	n	208	198	galoshes
36859	galosh	n	208	10	galosh
36860	frizz	n	208	208	frizz
36861	full-term	j	208	208	full-term
36862	footrest	n	208	129	footrest
36862	footrest	n	208	79	footrests
36863	hillbilly	n	208	204	hillbillies
36864	high-deductible	j	208	208	high-deductible
36865	triage	v	208	206	triage
36866	tri-state	j	208	208	tri-state
36867	trouble-free	j	208	198	trouble-free
36867	trouble-free	j	208	10	troublefree
36868	remand	n	208	199	remand
36868	remand	n	208	9	remands
36869	regolith	n	208	208	regolith
36870	redline	v	208	126	redlining
36870	redline	v	208	47	redline
36870	redline	v	208	35	redlined
36871	reformat	v	208	105	reformat
36871	reformat	v	208	68	reformatting
36871	reformat	v	208	27	reformatted
36871	reformat	v	208	8	reformats
36872	reflexivity	n	208	208	reflexivity
36873	yowl	v	208	85	yowling
36873	yowl	v	208	64	yowled
36873	yowl	v	208	33	yowl
36873	yowl	v	208	26	yowls
36874	yakuza	n	207	207	yakuza
36875	imperium	n	207	207	imperium
36876	reflectively	r	207	207	reflectively
36877	high-stress	j	207	207	high-stress
36878	four-and-a-half	m	207	207	four-and-a-half
36879	spermatozoa	n	207	207	spermatozoa
36880	superbug	n	207	148	superbugs
36880	superbug	n	207	59	superbug
36881	state-sanctioned	j	207	207	state-sanctioned
36882	linden	n	207	167	linden
36882	linden	n	207	40	lindens
36883	leukaemia	n	207	202	leukaemia
36883	leukaemia	n	207	5	leukaemias
36884	Liberian	n	207	196	liberians
36884	Liberian	n	207	11	liberian
36885	seven-foot	j	207	207	seven-foot
36886	wallaby	n	207	130	wallaby
36886	wallaby	n	207	77	wallabies
36887	habituation	n	207	207	habituation
36888	unlabeled	j	207	207	unlabeled
36889	unobtainable	j	207	207	unobtainable
36890	jambalaya	n	207	207	jambalaya
36891	insensible	j	207	207	insensible
36892	inset	v	207	199	inset
36892	inset	v	207	8	insetting
36893	integrin	n	207	153	integrin
36893	integrin	n	207	54	integrins
36894	thuggish	j	207	207	thuggish
36895	tensely	r	207	207	tensely
36896	hollandaise	n	207	207	hollandaise
36897	hooey	n	207	207	hooey
36898	audiologist	n	207	135	audiologist
36898	audiologist	n	207	72	audiologists
36899	memoriam	r	207	207	memoriam
36900	anti-anxiety	j	207	207	anti-anxiety
36901	big-boned	j	207	207	big-boned
36902	agriculturalist	n	207	174	agriculturalists
36902	agriculturalist	n	207	33	agriculturalist
36903	airstream	n	207	190	airstream
36903	airstream	n	207	17	airstreams
36904	lossless	j	207	207	lossless
36905	sisterly	j	207	207	sisterly
36906	signet	n	207	207	signet
36907	mainstreame	v	207	207	mainstreamed
36908	madwoman	n	207	196	madwoman
36908	madwoman	n	207	11	madwomen
36909	parasitism	n	207	207	parasitism
36910	coitus	n	207	207	coitus
36911	number-two	m	207	207	number-two
36912	obnoxiously	r	207	207	obnoxiously
36913	nudie	n	207	207	nudie
36914	ricin	n	207	207	ricin
36915	photosphere	n	207	207	photosphere
36916	calcite	n	207	207	calcite
36917	blood-alcohol	j	207	207	blood-alcohol
36918	nippy	j	207	205	nippy
36919	misdirected	j	207	207	misdirected
36920	mirrorless	j	207	207	mirrorless
36921	e-learning	n	207	207	e-learning
36922	poststructuralism	n	207	142	poststructuralism
36922	poststructuralism	n	207	51	post-structuralism
36922	poststructuralism	n	207	14	poststructuralisms
36923	dismally	r	207	207	dismally
36924	rear-facing	j	207	207	rear-facing
36925	ethnology	n	207	207	ethnology
36926	expressively	r	207	207	expressively
36927	seagoing	j	207	179	seagoing
36927	seagoing	j	207	28	sea-going
36928	scribbling	n	207	113	scribblings
36928	scribbling	n	207	94	scribbling
36929	sawtooth	n	207	179	sawtooth
36929	sawtooth	n	207	28	sawtooths
36930	porcine	j	207	207	porcine
36931	plowed	j	206	206	plowed
36932	positivist	n	206	119	positivists
36932	positivist	n	206	87	positivist
36933	Democratic-leaning	j	206	206	democratic-leaning
36934	deep-pocketed	j	206	206	deep-pocketed
36935	demagogic	j	206	206	demagogic
36936	compulsivity	n	206	206	compulsivity
36937	sandpiper	n	206	116	sandpipers
36937	sandpiper	n	206	90	sandpiper
36938	scrimmage	v	206	112	scrimmage
36938	scrimmage	v	206	35	scrimmaged
36938	scrimmage	v	206	32	scrimmaging
36938	scrimmage	v	206	27	scrimmages
36939	scummy	j	206	193	scummy
36939	scummy	j	206	13	scummiest
36940	falconer	n	206	145	falconer
36940	falconer	n	206	61	falconers
36941	Eritrean	n	206	206	eritreans
36942	read-only	j	206	206	read-only
36943	discomfit	v	206	96	discomfited
36943	discomfit	v	206	75	discomfiting
36943	discomfit	v	206	27	discomfit
36943	discomfit	v	206	8	discomfits
36944	mid-50s	m	206	206	mid-50s
36945	mid-1930s	m	206	206	mid-1930s
36946	brownfield	n	206	138	brownfields
36946	brownfield	n	206	68	brownfield
36947	blond-haired	j	206	206	blond-haired
36948	blindfolded	j	206	206	blindfolded
36949	brainwave	n	206	112	brainwaves
36949	brainwave	n	206	94	brainwave
36950	caballero	n	206	142	caballero
36950	caballero	n	206	64	caballeros
36951	carried	j	206	206	carried
36952	curlicue	n	206	150	curlicues
36952	curlicue	n	206	56	curlicue
36953	credenza	n	206	206	credenza
36954	cross-pollination	n	206	206	cross-pollination
36955	obstetric	j	206	206	obstetric
36956	obviousness	n	206	206	obviousness
36957	chemise	n	206	181	chemise
36957	chemise	n	206	25	chemises
36958	pannier	n	206	152	panniers
36958	pannier	n	206	54	pannier
36959	overvalued	j	206	206	overvalued
36960	corneal	j	206	206	corneal
36961	cost-effectiveness	j	206	206	cost-effectiveness
36962	bartending	n	206	206	bartending
36963	good-paying	j	206	206	good-paying
36964	abattoir	n	206	126	abattoir
36964	abattoir	n	206	80	abattoirs
36965	lose-lose	j	206	206	lose-lose
36966	berth	v	206	101	berthed
36966	berth	v	206	56	berth
36966	berth	v	206	49	berthing
36967	non-arab	j	206	206	non-arab
36968	non-expert	n	206	77	non-experts
36968	non-expert	n	206	73	non-expert
36968	non-expert	n	206	29	nonexperts
36968	non-expert	n	206	27	nonexpert
36969	chancy	j	206	195	chancy
36969	chancy	j	206	8	chancier
36970	psychotic	n	206	111	psychotic
36970	psychotic	n	206	95	psychotics
36971	molder	v	206	148	moldering
36971	molder	v	206	37	molder
36971	molder	v	206	21	moldered
36972	monasticism	n	206	206	monasticism
36973	homogenized	j	206	206	homogenized
36974	threateningly	r	206	206	threateningly
36975	unripe	j	206	206	unripe
36976	hard-driving	j	206	206	hard-driving
36977	hand-me-down	j	206	206	hand-me-down
36978	grindstone	n	206	187	grindstone
36978	grindstone	n	206	19	grindstones
36979	shiva	n	206	183	shiva
36979	shiva	n	206	23	shivas
36980	left-winger	n	206	123	left-wingers
36980	left-winger	n	206	83	left-winger
36981	limber	v	206	139	limber
36981	limber	v	206	40	limbering
36981	limber	v	206	23	limbered
36982	westward	j	206	206	westward
36983	wholesale	r	206	206	wholesale
36984	firebomb	n	206	110	firebombs
36984	firebomb	n	206	96	firebomb
36985	senior-level	j	206	206	senior-level
36986	emerging-market	j	206	206	emerging-market
36987	empanada	n	206	166	empanadas
36987	empanada	n	206	40	empanada
36988	second-leading	j	206	206	second-leading
36989	segmental	j	206	206	segmental
36990	gasoline-powered	j	206	206	gasoline-powered
36991	genderless	j	206	206	genderless
36992	freight	v	206	190	freighted
36992	freight	v	206	16	freighting
36993	julep	n	206	137	julep
36993	julep	n	206	69	juleps
36994	impertinence	n	206	204	impertinence
36995	xylitol	n	206	206	xylitol
36996	x-axis	n	205	205	x-axis
36997	wondering	n	205	158	wondering
36997	wondering	n	205	47	wonderings
36998	kerfuffle	n	205	205	kerfuffle
36999	high-schooler	n	205	144	high-schoolers
36999	high-schooler	n	205	61	high-schooler
37000	high-skilled	j	205	205	high-skilled
37001	trolling	j	205	205	trolling
37002	two-button	j	205	205	two-button
37003	full-text	j	205	205	full-text
37004	gamification	n	205	205	gamification
37005	gangland	n	205	205	gangland
37006	gar	n	205	197	gar
37006	gar	n	205	8	gars
37007	seaward	j	205	205	seaward
37008	endowed	j	205	205	endowed
37009	emergency-room	j	205	205	emergency-room
37010	self-fulfillment	n	205	205	self-fulfillment
37011	winemaking	n	205	205	winemaking
37012	learner-centered	j	205	205	learner-centered
37013	vamp	v	205	86	vamp
37013	vamp	v	205	60	vamping
37013	vamp	v	205	30	vamps
37013	vamp	v	205	29	vamped
37014	verbena	n	205	196	verbena
37014	verbena	n	205	9	verbenas
37015	shape-shifting	j	205	205	shape-shifting
37016	vouchsafe	v	205	112	vouchsafed
37016	vouchsafe	v	205	74	vouchsafe
37016	vouchsafe	v	205	11	vouchsafes
37016	vouchsafe	v	205	8	vouchsafing
37017	undoubted	j	205	205	undoubted
37018	thermals	n	205	205	thermals
37019	anti-terror	j	205	205	anti-terror
37020	moodiness	n	205	205	moodiness
37021	metacarpal	j	205	205	metacarpal
37022	zirconium	n	205	205	zirconium
37023	maxi	j	205	205	maxi
37024	public-service	j	205	205	public-service
37025	chauffeur	v	205	122	chauffeured
37025	chauffeur	v	205	83	chauffeuring
37026	logician	n	205	109	logicians
37026	logician	n	205	96	logician
37027	Afro	j	205	205	afro
37028	good-luck	j	205	205	good-luck
37029	sierra	n	205	186	sierra
37029	sierra	n	205	19	sierras
37030	cost-sharing	j	205	205	cost-sharing
37031	controversially	r	205	205	controversially
37032	paediatrician	n	205	173	paediatrician
37032	paediatrician	n	205	32	paediatricians
37033	pan-fried	j	205	205	pan-fried
37034	one-step	j	205	205	one-step
37035	ornithology	n	205	205	ornithology
37036	circling	j	205	205	circling
37037	crisscross	n	205	163	crisscross
37037	crisscross	n	205	31	criss-cross
37037	crisscross	n	205	11	crisscrosses
37038	doctored	j	205	205	doctored
37039	distinctness	n	205	205	distinctness
37040	saccharine	j	205	205	saccharine
37041	sagely	r	205	205	sagely
37042	Nebraskan	n	205	163	nebraskans
37042	Nebraskan	n	205	42	nebraskan
37043	bobber	n	205	157	bobber
37043	bobber	n	205	48	bobbers
37044	minster	n	205	196	minster
37044	minster	n	205	9	minsters
37045	disembowel	v	205	122	disemboweled
37045	disembowel	v	205	83	disembowel
37046	duopoly	n	205	200	duopoly
37046	duopoly	n	205	5	duopolies
37047	student-led	j	205	205	student-led
37048	fieldstone	n	205	187	fieldstone
37048	fieldstone	n	205	18	fieldstones
37049	farmyard	n	205	183	farmyard
37049	farmyard	n	205	22	farmyards
37050	death-penalty	j	205	205	death-penalty
37051	pro-war	j	205	205	pro-war
37052	delist	v	205	103	delisted
37052	delist	v	205	102	delisting
37053	devalued	j	205	205	devalued
37054	plodding	j	205	205	plodding
37055	point-of-sale	j	205	200	point-of-sale
37055	point-of-sale	j	205	5	point-of-sales
37056	plateau	v	204	171	plateaued
37056	plateau	v	204	29	plateauing
37057	demolished	j	204	204	demolished
37058	congener	n	204	150	congeners
37058	congener	n	204	54	congener
37059	pee-pee	n	204	151	pee-pee
37059	pee-pee	n	204	53	peepee
37060	dark-green	j	204	194	dark-green
37060	dark-green	j	204	10	darkgreen
37061	sanctified	j	204	204	sanctified
37062	satiny	j	204	204	satiny
37063	sciatic	j	204	204	sciatic
37064	scissor	v	204	204	scissor
37065	postsurgical	j	204	129	postsurgical
37065	postsurgical	j	204	75	post-surgical
37066	pre-christian	j	204	204	pre-christian
37067	diarrheal	j	204	204	diarrheal
37068	misanthropic	j	204	204	misanthropic
37069	boasting	n	204	204	boasting
37070	rewind	n	204	204	rewind
37071	cockiness	n	204	204	cockiness
37072	skewness	n	204	204	skewness
37073	Africanized	j	204	204	africanized
37074	bassoon	n	204	168	bassoon
37074	bassoon	n	204	36	bassoons
37075	multi-story	j	204	124	multistory
37075	multi-story	j	204	80	multi-story
37076	murder-suicide	n	204	181	murder-suicide
37076	murder-suicide	n	204	23	murder-suicides
37077	nary	j	204	204	nary
37078	Marist	j	204	204	marist
37079	blackmailer	n	204	155	blackmailer
37079	blackmailer	n	204	49	blackmailers
37080	nonparticipant	n	204	183	nonparticipants
37080	nonparticipant	n	204	21	nonparticipant
37081	bad-mouthing	j	204	204	bad-mouthing
37082	awakened	j	204	204	awakened
37083	metered	j	204	204	metered
37084	Amerindian	j	204	204	amerindian
37085	intersex	j	204	196	intersex
37085	intersex	j	204	8	intersexes
37086	home-schooling	n	204	117	home-schooling
37086	home-schooling	n	204	87	homeschooling
37087	hitless	j	204	204	hitless
37088	unexposed	j	204	204	unexposed
37089	underestimate	n	204	204	underestimate
37090	illogic	j	204	204	illogic
37091	Wehrmacht	n	204	204	wehrmacht
37092	sharp-eyed	j	204	204	sharp-eyed
37093	serialize	v	204	182	serialized
37093	serialize	v	204	22	serialize
37094	vigilantism	n	204	204	vigilantism
37095	Ldc	n	204	122	ldcs
37095	Ldc	n	204	82	ldc
37096	lagged	j	204	204	lagged
37097	white-out	n	204	163	whiteout
37097	white-out	n	204	24	whiteouts
37097	white-out	n	204	9	white-outs
37097	white-out	n	204	8	white-out
37098	self-publish	v	204	204	self-publish
37099	endotoxin	n	204	160	endotoxin
37099	endotoxin	n	204	44	endotoxins
37100	sedative	j	204	204	sedative
37101	flophouse	n	204	152	flophouse
37101	flophouse	n	204	52	flophouses
37102	funny-looking	j	204	204	funny-looking
37103	superset	n	204	150	superset
37103	superset	n	204	54	supersets
37104	sure-footed	j	204	164	sure-footed
37104	sure-footed	j	204	40	surefooted
37105	keratin	n	204	204	keratin
37106	indemnification	n	204	204	indemnification
37107	incapacitation	n	204	204	incapacitation
37108	writerly	j	204	204	writerly
37109	wretchedness	n	204	204	wretchedness
37110	yon	r	204	204	yon
37111	wraparound	n	203	203	wraparound
37112	impious	j	203	203	impious
37113	reflectance	n	203	199	reflectance
37114	toned	j	203	203	toned
37115	titty	j	203	203	titty
37116	garbed	j	203	203	garbed
37117	sophist	n	203	102	sophist
37117	sophist	n	203	101	sophists
37118	formalization	n	203	203	formalization
37119	spiking	n	203	203	spiking
37120	fledged	j	203	203	fledged
37121	flapping	j	203	203	flapping
37122	emasculate	v	203	91	emasculating
37122	emasculate	v	203	87	emasculate
37122	emasculate	v	203	25	emasculates
37123	self-harm	n	203	203	self-harm
37124	self-determined	j	203	203	self-determined
37125	laboring	j	203	203	laboring
37126	vacantly	r	203	203	vacantly
37127	seven-figure	j	203	203	seven-figure
37128	seven-month	j	203	203	seven-month
37129	greenhorn	n	203	128	greenhorn
37129	greenhorn	n	203	75	greenhorns
37130	sharp-edged	j	203	203	sharp-edged
37131	sheetrock	n	203	203	sheetrock
37132	wantonly	r	203	203	wantonly
37133	half-court	j	203	203	half-court
37134	idolater	n	203	164	idolaters
37134	idolater	n	203	39	idolater
37135	unpromising	j	203	203	unpromising
37136	unswerving	j	203	203	unswerving
37137	unelectable	j	203	203	unelectable
37138	Anglo	n	203	203	anglos
37139	anti-castro	j	203	203	anti-castro
37140	Meiji	j	203	203	meiji
37141	memorability	n	203	203	memorability
37142	medicated	j	203	203	medicated
37143	non-exclusive	j	203	122	non-exclusive
37143	non-exclusive	j	203	81	nonexclusive
37144	beryllium	n	203	203	beryllium
37145	birdseed	n	203	203	birdseed
37146	racialize	v	203	175	racialized
37146	racialize	v	203	16	racialize
37146	racialize	v	203	12	racializing
37147	aseptic	j	203	203	aseptic
37148	malefactor	n	203	129	malefactors
37148	malefactor	n	203	74	malefactor
37149	much-loved	j	203	203	much-loved
37150	beastie	n	203	116	beastie
37150	beastie	n	203	87	beasties
37151	longer-lasting	j	203	203	longer-lasting
37152	lysis	n	203	203	lysis
37153	skinny-dipping	j	203	203	skinny-dipping
37154	abysmally	r	203	203	abysmally
37155	acoustically	r	203	203	acoustically
37156	copyist	n	203	114	copyist
37156	copyist	n	203	89	copyists
37157	crick	n	203	187	crick
37157	crick	n	203	16	cricks
37158	childishly	r	203	203	childishly
37159	ocelot	n	203	123	ocelot
37159	ocelot	n	203	80	ocelots
37160	distractor	n	203	107	distractors
37160	distractor	n	203	96	distractor
37161	distressingly	r	203	203	distressingly
37162	capsular	j	203	203	capsular
37163	placemat	n	203	119	placemats
37163	placemat	n	203	84	placemat
37164	re-arrest	v	203	121	rearrested
37164	re-arrest	v	203	60	re-arrested
37164	re-arrest	v	203	22	re-arrest
37165	eats	n	203	203	eats
37166	dysregulation	n	203	203	dysregulation
37167	druggist	n	203	138	druggist
37167	druggist	n	203	65	druggists
37168	sluggishness	n	203	203	sluggishness
37169	snowbird	n	203	128	snowbirds
37169	snowbird	n	203	75	snowbird
37170	filch	v	203	105	filched
37170	filch	v	203	49	filch
37170	filch	v	203	31	filching
37170	filch	v	203	18	filches
37171	dado	n	203	189	dado
37171	dado	n	203	14	dados
37172	proscenium	n	203	203	proscenium
37173	pastureland	n	203	161	pastureland
37173	pastureland	n	203	42	pasturelands
37174	playwriting	n	203	203	playwriting
37175	plumb	j	203	203	plumb
37176	pokey	n	202	202	pokey
37177	dependant	n	202	143	dependant
37177	dependant	n	202	59	dependants
37178	patchouli	n	202	202	patchouli
37179	congenitally	r	202	202	congenitally
37180	constitutional	n	202	185	constitutional
37180	constitutional	n	202	17	constitutionals
37181	finitude	n	202	202	finitude
37182	scratcher	n	202	119	scratcher
37182	scratcher	n	202	83	scratchers
37183	preordain	v	202	199	preordained
37184	rosacea	n	202	202	rosacea
37185	salary-cap	j	202	202	salary-cap
37186	same-store	j	202	202	same-store
37187	Samoan	n	202	140	samoans
37187	Samoan	n	202	62	samoan
37188	blow-dry	v	202	192	blow-dry
37188	blow-dry	v	202	10	blow-dries
37189	newsfeed	n	202	202	newsfeed
37190	buckyball	n	202	123	buckyballs
37190	buckyball	n	202	79	buckyball
37191	mexicano	n	202	101	mexicano
37191	mexicano	n	202	101	mexicanos
37192	ochre	j	202	202	ochre
37193	off-the-wall	j	202	202	off-the-wall
37194	offworld	j	202	149	offworld
37194	offworld	j	202	53	off-world
37195	citrate	n	202	202	citrate
37196	cropper	n	202	181	cropper
37196	cropper	n	202	21	croppers
37197	corncob	n	202	110	corncob
37197	corncob	n	202	92	corncobs
37198	couloir	n	202	131	couloir
37198	couloir	n	202	71	couloirs
37199	over-the-air	j	202	202	over-the-air
37200	colonialist	n	202	192	colonialists
37200	colonialist	n	202	10	colonialist
37201	German-born	j	202	202	german-born
37202	single-use	j	202	202	single-use
37203	goodness-of-fit	j	202	202	goodness-of-fit
37204	global-warming	j	202	202	global-warming
37205	looking-glass	n	202	169	looking-glass
37205	looking-glass	n	202	24	lookingglass
37205	looking-glass	n	202	9	looking-glasses
37206	multitalented	j	202	104	multitalented
37206	multitalented	j	202	98	multi-talented
37207	barnstorm	v	202	125	barnstorming
37207	barnstorm	v	202	56	barnstormed
37207	barnstorm	v	202	21	barnstorm
37208	musher	n	202	113	mushers
37208	musher	n	202	89	musher
37209	arabesque	j	202	202	arabesque
37210	quintessence	n	202	202	quintessence
37211	cartilaginous	j	202	202	cartilaginous
37212	bifurcated	j	202	202	bifurcated
37213	merc	n	202	122	merc
37213	merc	n	202	80	mercs
37214	meson	n	202	110	mesons
37214	meson	n	202	92	meson
37215	anticoagulation	n	202	202	anticoagulation
37216	unctuous	j	202	202	unctuous
37217	jiggle	n	202	155	jiggle
37217	jiggle	n	202	47	jiggles
37218	histopathologic	j	202	202	histopathologic
37219	time-worn	j	202	132	timeworn
37219	time-worn	j	202	70	time-worn
37220	wastage	n	202	200	wastage
37221	shoeless	j	202	202	shoeless
37222	shoulder-to-shoulder	j	202	202	shoulder-to-shoulder
37223	grandstanding	n	202	202	grandstanding
37224	westernmost	j	202	202	westernmost
37225	well-regulated	j	202	202	well-regulated
37226	semi-conscious	j	202	105	semiconscious
37226	semi-conscious	j	202	97	semi-conscious
37227	spitball	n	202	102	spitballs
37227	spitball	n	202	100	spitball
37228	splat	v	202	152	splat
37228	splat	v	202	27	splatted
37228	splat	v	202	23	splats
37229	sunder	v	202	106	sundered
37229	sunder	v	202	81	sunder
37229	sunder	v	202	15	sundering
37230	relaxer	n	202	122	relaxer
37230	relaxer	n	202	80	relaxers
37231	impulsiveness	n	202	202	impulsiveness
37232	inculturation	n	202	202	inculturation
37233	young-adult	n	202	202	young-adult
37234	yarrow	n	202	181	yarrow
37234	yarrow	n	202	21	yarrows
37235	infallibly	r	201	201	infallibly
37236	wise	v	201	156	wised
37236	wise	v	201	45	wising
37237	regress	n	201	186	regress
37237	regress	n	201	15	regresses
37238	regularize	v	201	75	regularize
37238	regularize	v	201	75	regularized
37238	regularize	v	201	44	regularizing
37238	regularize	v	201	7	regularizes
37239	reeking	j	201	201	reeking
37240	tip-top	j	201	201	tip-top
37241	torsional	j	201	201	torsional
37242	transmissible	j	201	201	transmissible
37243	turbid	j	201	201	turbid
37244	fusillade	n	201	180	fusillade
37244	fusillade	n	201	21	fusillades
37245	four-person	j	201	201	four-person
37246	four-dimensional	j	201	201	four-dimensional
37247	self-contradictory	j	201	201	self-contradictory
37248	self-acceptance	n	201	201	self-acceptance
37249	seasickness	n	201	201	seasickness
37250	fly-by-night	j	201	201	fly-by-night
37251	varietal	j	201	201	varietal
37252	virologist	n	201	147	virologist
37252	virologist	n	201	54	virologists
37253	greenway	n	201	120	greenway
37253	greenway	n	201	81	greenways
37254	severally	r	201	201	severally
37255	watercooler	n	201	201	watercooler
37256	halfcourt	n	201	147	halfcourt
37256	halfcourt	n	201	54	half-court
37257	wailing	j	201	201	wailing
37258	three-car	j	201	201	three-car
37259	hominy	n	201	201	hominy
37260	hour-and-a-half	m	201	201	hour-and-a-half
37261	terroristic	j	201	201	terroristic
37262	jilted	j	201	201	jilted
37263	unburned	j	201	201	unburned
37264	understudied	j	201	201	understudied
37265	ungreased	j	201	201	ungreased
37266	animatronic	j	201	201	animatronic
37267	moraine	n	201	127	moraine
37267	moraine	n	201	74	moraines
37268	chaplaincy	n	201	185	chaplaincy
37268	chaplaincy	n	201	16	chaplaincies
37269	quarry	v	201	141	quarried
37269	quarry	v	201	58	quarrying
37270	Namibian	j	201	201	namibian
37271	beatification	n	201	195	beatification
37271	beatification	n	201	6	beatifications
37272	loofah	n	201	176	loofah
37272	loofah	n	201	25	loofahs
37273	loggia	n	201	138	loggia
37273	loggia	n	201	63	loggias
37274	ah-ah	u	201	201	ah-ah
37275	airfoil	n	201	123	airfoil
37275	airfoil	n	201	78	airfoils
37276	low-growing	j	201	201	low-growing
37277	glut	v	201	112	glutted
37277	glut	v	201	89	glut
37278	silversmith	n	201	113	silversmith
37278	silversmith	n	201	88	silversmiths
37279	one-by-one	m	201	201	one-by-one
37280	organza	n	201	201	organza
37281	costumer	n	201	103	costumer
37281	costumer	n	201	98	costumers
37282	containing	j	201	201	containing
37283	crosswind	n	201	106	crosswinds
37283	crosswind	n	201	95	crosswind
37284	crumpet	n	201	130	crumpets
37284	crumpet	n	201	71	crumpet
37285	retrospective	n	201	142	retrospectives
37285	retrospective	n	201	59	retrospective
37286	robocall	n	201	134	robocalls
37286	robocall	n	201	67	robocall
37287	nubile	j	201	201	nubile
37288	box-office	n	201	174	box-office
37288	box-office	n	201	27	boxoffice
37289	downgrading	n	201	201	downgrading
37290	disused	j	201	201	disused
37291	photocopier	n	201	127	photocopier
37291	photocopier	n	201	74	photocopiers
37292	physiotherapist	n	201	107	physiotherapist
37292	physiotherapist	n	201	94	physiotherapists
37293	canna	n	201	130	canna
37293	canna	n	201	71	cannas
37294	reallocation	n	201	177	reallocation
37294	reallocation	n	201	24	reallocations
37295	disbeliever	n	201	151	disbelievers
37295	disbeliever	n	201	50	disbeliever
37296	solipsism	n	201	201	solipsism
37297	faceted	j	201	201	faceted
37298	storey	n	201	108	storey
37298	storey	n	201	93	storeys
37299	diachronic	j	201	201	diachronic
37300	comradeship	n	200	200	comradeship
37301	Pavlovian	j	200	200	pavlovian
37302	field-worker	n	200	91	fieldworkers
37302	field-worker	n	200	74	fieldworker
37302	field-worker	n	200	23	field-workers
37302	field-worker	n	200	12	field-worker
37303	profiling	j	200	200	profiling
37304	failsafe	n	200	171	failsafe
37304	failsafe	n	200	29	failsafes
